Column1 Column2 Column3 Column4 GPS_Time
1408952858.1 71.405907179 129.386541273 65.53140258789062 07:47:20.1
1408952858.2 71.40590304 129.386550399 65.5542984008789 07:47:20.2
1408952858.3 71.405898293 129.386560201 65.50589752197266 07:47:20.3
1408952858.4 71.405893551 129.386569276 65.52469635009766 07:47:20.4
1408952858.5 71.405887574 129.386579427 65.2166976928711 07:47:20.5
1408952858.7 71.405878407 129.386590647 65.82240295410156 07:47:20.7
1408952858.8 71.405872 129.386598246 65.57019805908203 07:47:20.8
1408952858.9 71.405865919 129.386604111 65.62010192871094 07:47:20.9
1408952859.0 71.405858641 129.386611794 65.19190216064453 07:47:21.0
1408952859.1 71.40585189 129.386616577 65.131103515625 07:47:21.1
1408952859.2 71.405844139 129.386622533 64.81909942626953 07:47:21.2
1408952859.3 71.405835768 129.386629699 64.32630157470703 07:47:21.3
1408952859.4 71.405829596 129.386630674 64.73930358886719 07:47:21.4
1408952859.5 71.405822364 129.386632208 64.86810302734375 07:47:21.5
1408952859.6 71.405813954 129.386635426 64.66059875488281 07:47:21.6
1408952859.7 71.405805923 129.386636386 64.69090270996094 07:47:21.7
1408952859.8 71.405798356 129.386635436 64.8644027709961 07:47:21.8
1408952859.9 71.405789959 129.386636067 64.93840026855469 07:47:21.9
1408952860.0 71.405781008 129.38663866 65.01950073242188 07:47:22.0
1408952860.1 71.405772323 129.386638481 65.1978988647461 07:47:22.1
1408952860.2 71.405762835 129.386633523 64.85040283203125 07:47:22.2
1408952860.3 71.40575341 129.386631304 64.77909851074219 07:47:22.3
1408952860.4 71.405743044 129.386630693 64.35880279541016 07:47:22.4
1408952860.5 71.405731668 129.386628671 63.56039810180664 07:47:22.5
1408952860.7 71.405712378 129.386623907 63.94300079345703 07:47:22.7
1408952860.8 71.405701437 129.386626058 63.83430099487305 07:47:22.8
1408952860.9 71.405689964 129.386626586 63.49679946899414 07:47:22.9
1408952861.0 71.40567962 129.386630075 63.78269958496094 07:47:23.0
1408952861.1 71.405670064 129.386635711 64.71150207519531 07:47:23.1
1408952861.2 71.405658353 129.38663382 64.35009765625 07:47:23.2
1408952861.3 71.405647535 129.386630592 64.36869812011719 07:47:23.3
1408952861.4 71.405637506 129.386620711 64.45919799804688 07:47:23.4
1408952861.5 71.40562551 129.386617154 63.87179946899414 07:47:23.5
1408952861.7 71.405602565 129.386613663 63.47779846191406 07:47:23.7
1408952861.8 71.40559094 129.386610712 63.24850082397461 07:47:23.8
1408952861.9 71.40557807 129.386612353 62.56570053100586 07:47:23.9
1408952862.0 71.40556714 129.386612792 62.702701568603516 07:47:24.0
1408952862.1 71.405557182 129.386611655 63.230499267578125 07:47:24.1
1408952862.2 71.405546412 129.386608602 63.35969924926758 07:47:24.2
1408952862.3 71.405534738 129.386606218 63.1068000793457 07:47:24.3
1408952862.4 71.405523672 129.386605331 63.147098541259766 07:47:24.4
1408952862.5 71.405513095 129.386602239 63.1708984375 07:47:24.5
1408952862.6 71.405501667 129.386599728 62.787601470947266 07:47:24.6
1408952862.7 71.405491212 129.386600772 63.049598693847656 07:47:24.7
1408952862.8 71.405480473 129.386606214 63.16590118408203 07:47:24.8
1408952862.9 71.405469305 129.38661233 63.275001525878906 07:47:24.9
1408952863.0 71.405458472 129.386613199 62.992000579833984 07:47:25.0
1408952863.1 71.405448177 129.386611497 62.9838981628418 07:47:25.1
1408952863.2 71.405438104 129.386611041 62.91320037841797 07:47:25.2
1408952863.3 71.405429226 129.386615361 63.60089874267578 07:47:25.3
1408952863.4 71.405419251 129.386618486 63.56370162963867 07:47:25.4
1408952863.5 71.405409969 129.386620391 63.861000061035156 07:47:25.5
1408952863.6 71.405400299 129.386623874 63.87080001831055 07:47:25.6
1408952863.7 71.405391562 129.38662415 64.09529876708984 07:47:25.7
1408952863.8 71.405381813 129.38662999 63.929298400878906 07:47:25.8
1408952863.9 71.405373202 129.386633982 64.2197036743164 07:47:25.9
1408952864.0 71.405364094 129.386640349 64.14800262451172 07:47:26.0
1408952864.1 71.405354928 129.386651756 64.29199981689453 07:47:26.1
1408952864.2 71.40534615 129.386653788 64.0615005493164 07:47:26.2
1408952864.3 71.405337601 129.386659074 64.08560180664062 07:47:26.3
1408952864.4 71.405329807 129.386664753 64.29660034179688 07:47:26.4
1408952864.5 71.405321601 129.386675572 64.46649932861328 07:47:26.5
1408952864.6 71.405314181 129.386684676 64.8832015991211 07:47:26.6
1408952864.7 71.405306692 129.386692026 64.9917984008789 07:47:26.7
1408952864.8 71.405298739 129.38670156 65.02980041503906 07:47:26.8
1408952864.9 71.405291421 129.386710924 65.18840026855469 07:47:26.9
1408952865.0 71.405284139 129.386717232 65.1541976928711 07:47:27.0
1408952865.1 71.405277137 129.386726816 65.39649963378906 07:47:27.1
1408952865.2 71.40527017 129.386732359 65.39119720458984 07:47:27.2
1408952865.3 71.40526328 129.386742026 65.60420227050781 07:47:27.3
1408952865.4 71.405256498 129.386750292 65.5781021118164 07:47:27.4
1408952865.5 71.40524958 129.38675643 65.54239654541016 07:47:27.5
1408952865.6 71.405242712 129.386762666 65.33889770507812 07:47:27.6
1408952865.7 71.405236063 129.386772163 65.43190002441406 07:47:27.7
1408952865.8 71.4052294 129.38677984 65.40390014648438 07:47:27.8
1408952865.9 71.405222534 129.386789214 65.45449829101562 07:47:27.9
1408952866.0 71.405216022 129.386799105 65.56680297851562 07:47:28.0
1408952866.1 71.405209547 129.386808607 65.70539855957031 07:47:28.1
1408952866.2 71.405203114 129.386817799 65.81829833984375 07:47:28.2
1408952866.4 71.405190311 129.386836301 66.08560180664062 07:47:28.4
1408952866.5 71.40518372 129.386845475 66.19779968261719 07:47:28.5
1408952866.6 71.405177341 129.386853668 66.2761001586914 07:47:28.6
1408952866.7 71.405170792 129.386862839 66.41799926757812 07:47:28.7
1408952866.8 71.405164194 129.386871181 66.5344009399414 07:47:28.8
1408952866.9 71.405157443 129.386878642 66.6344985961914 07:47:28.9
1408952867.0 71.405150956 129.386887736 66.831298828125 07:47:29.0
1408952867.1 71.405144179 129.386895869 66.93270111083984 07:47:29.1
1408952867.2 71.405137295 129.386904476 67.06809997558594 07:47:29.2
1408952867.3 71.405130496 129.386911733 67.13490295410156 07:47:29.3
1408952867.4 71.405123488 129.386919582 67.24649810791016 07:47:29.4
1408952867.5 71.405116569 129.386926356 67.3595962524414 07:47:29.5
1408952867.6 71.405109433 129.386933074 67.4271011352539 07:47:29.6
1408952867.7 71.405102117 129.386939566 67.48880004882812 07:47:29.7
1408952867.8 71.405094701 129.38694577 67.50900268554688 07:47:29.8
1408952867.9 71.405087203 129.386951579 67.61080169677734 07:47:29.9
1408952868.0 71.405079634 129.386957235 67.66699981689453 07:47:30.0
1408952868.1 71.405071857 129.386963081 67.73400115966797 07:47:30.1
1408952868.2 71.40506403 129.386968212 67.8239974975586 07:47:30.2
1408952868.3 71.405056114 129.386973036 67.89959716796875 07:47:30.3
1408952868.4 71.405047787 129.386977787 67.95030212402344 07:47:30.4
1408952868.5 71.405039705 129.386981542 68.05169677734375 07:47:30.5
1408952868.6 71.405031306 129.386985787 68.0886001586914 07:47:30.6
1408952868.7 71.40502301 129.386989946 68.13240051269531 07:47:30.7
1408952868.8 71.40501443 129.386993012 68.14340209960938 07:47:30.8
1408952868.9 71.405005614 129.386996001 68.13590240478516 07:47:30.9
1408952869.0 71.404996835 129.386998917 68.20580291748047 07:47:31.0
1408952869.1 71.404987939 129.387001786 68.28060150146484 07:47:31.1
1408952869.2 71.40497898 129.387004349 68.2739028930664 07:47:31.2
1408952869.3 71.404969742 129.387006985 68.25499725341797 07:47:31.3
1408952869.4 71.404960353 129.387009033 68.20880126953125 07:47:31.4
1408952869.6 71.404941567 129.387010578 68.08260345458984 07:47:31.6
1408952869.7 71.40493233 129.387015313 68.32350158691406 07:47:31.7
1408952869.8 71.404922479 129.387015442 68.2261962890625 07:47:31.8
1408952870.0 71.404902255 129.387010595 67.5602035522461 07:47:32.0
1408952870.1 71.404892037 129.387007063 67.22010040283203 07:47:32.1
1408952870.3 71.404870892 129.386997304 66.31629943847656 07:47:32.3
1408952870.4 71.404860774 129.386998905 66.42150115966797 07:47:32.4
1408952870.5 71.404850773 129.387001897 66.62799835205078 07:47:32.5
1408952870.6 71.40484051 129.387001954 66.55349731445312 07:47:32.6
1408952870.7 71.404830145 129.387001758 66.51229858398438 07:47:32.7
1408952870.8 71.404819714 129.387004182 66.62680053710938 07:47:32.8
1408952870.9 71.40480944 129.387005434 66.69210052490234 07:47:32.9
1408952871.0 71.404798998 129.387005036 66.5885009765625 07:47:33.0
1408952871.1 71.404788871 129.387012522 67.14569854736328 07:47:33.1
1408952871.2 71.404778136 129.38701043 66.9728012084961 07:47:33.2
1408952871.3 71.404768009 129.387013621 67.18099975585938 07:47:33.3
1408952871.4 71.404757759 129.387017407 67.42739868164062 07:47:33.4
1408952871.5 71.404747544 129.387019529 67.56279754638672 07:47:33.5
1408952871.6 71.404737373 129.387021101 67.67569732666016 07:47:33.6
1408952871.7 71.404726508 129.387014047 67.0302963256836 07:47:33.7
1408952871.8 71.40471596 129.387010216 66.58280181884766 07:47:33.8
1408952871.9 71.404705714 129.387010277 66.54440307617188 07:47:33.9
1408952872.0 71.404695831 129.387018733 67.15360260009766 07:47:34.0
1408952872.1 71.404685648 129.387019753 67.01470184326172 07:47:34.1
1408952872.2 71.404675801 129.387021694 67.04630279541016 07:47:34.2
1408952872.3 71.404666683 129.387035018 67.87550354003906 07:47:34.3
1408952872.4 71.404656812 129.387038666 68.0280990600586 07:47:34.4
1408952872.5 71.404646982 129.387040255 67.89969635009766 07:47:34.5
1408952872.6 71.404637198 129.387041921 67.82029724121094 07:47:34.6
1408952872.7 71.404627795 129.387046396 67.93789672851562 07:47:34.7
1408952872.8 71.404617847 129.387043712 67.40270233154297 07:47:34.8
1408952872.9 71.404608857 129.387051206 67.72309875488281 07:47:34.9
1408952873.0 71.404599422 129.387055395 67.77120208740234 07:47:35.0
1408952873.1 71.404590814 129.387067225 68.38839721679688 07:47:35.1
1408952873.3 71.404572516 129.387073683 68.11640167236328 07:47:35.3
1408952873.5 71.404554654 129.387080711 67.95349884033203 07:47:35.5
1408952873.6 71.404546006 129.387088612 68.23269653320312 07:47:35.6
1408952873.7 71.40453715 129.387091396 68.09159851074219 07:47:35.7
1408952873.8 71.404528796 129.387102296 68.57990264892578 07:47:35.8
1408952873.9 71.404520798 129.387115572 69.2311019897461 07:47:35.9
1408952874.0 71.4045124 129.387120121 69.08869934082031 07:47:36.0
1408952874.1 71.404504497 129.387133461 69.72640228271484 07:47:36.1
1408952874.2 71.40449618 129.387137522 69.57720184326172 07:47:36.2
1408952874.3 71.40448853 129.387146899 69.77469635009766 07:47:36.3
1408952874.4 71.404480071 129.387149073 69.41010284423828 07:47:36.4
1408952874.5 71.404472242 129.387156447 69.51609802246094 07:47:36.5
1408952874.6 71.404464411 129.387165152 69.63140106201172 07:47:36.6
1408952874.7 71.404456867 129.387179113 70.19819641113281 07:47:36.7
1408952874.8 71.404449358 129.387188637 70.39450073242188 07:47:36.8
1408952874.9 71.404444233 129.387199219 71.04940032958984 07:47:36.9
1408952875.0 71.404440932 129.387211037 72.027099609375 07:47:37.0
1408952875.1 71.404431386 129.387218448 71.75559997558594 07:47:37.1
1408952875.2 71.404424294 129.387230095 72.17279815673828 07:47:37.2
1408952875.4 71.404411088 129.387239084 72.19080352783203 07:47:37.4
1408952875.5 71.404400067 129.387244373 71.48590087890625 07:47:37.5
1408952875.6 71.40439213 129.387253542 71.55339813232422 07:47:37.6
1408952875.7 71.404384659 129.387263752 71.76480102539062 07:47:37.7
1408952875.8 71.404375956 129.387272313 71.66600036621094 07:47:37.8
1408952875.9 71.404369409 129.387283435 72.19419860839844 07:47:37.9
1408952876.1 71.404354763 129.387293174 72.10890197753906 07:47:38.1
1408952876.2 71.404346464 129.387296917 71.81289672851562 07:47:38.2
1408952876.3 71.404336458 129.387298701 71.20120239257812 07:47:38.3
1408952876.5 71.404326009 129.387322804 72.81580352783203 07:47:38.5
1408952876.6 71.404317257 129.387329928 72.80789947509766 07:47:38.6
1408952876.7 71.404308902 129.387342038 73.21369934082031 07:47:38.7
1408952876.8 71.404295153 129.38734751 72.3906021118164 07:47:38.8
1408952876.9 71.404285232 129.387350047 71.95099639892578 07:47:38.9
1408952877.0 71.404282203 129.387361864 73.206298828125 07:47:39.0
1408952877.2 71.404269802 129.387377827 74.31320190429688 07:47:39.2
1408952877.3 71.404259665 129.387386184 74.28700256347656 07:47:39.3
1408952877.5 71.404236936 129.387390734 73.21839904785156 07:47:39.5
1408952877.6 71.40423655 129.387410441 75.59629821777344 07:47:39.6
1408952877.7 71.4042328 129.387419616 76.62409973144531 07:47:39.7
1408952877.799 71.40422301 129.387429684 76.93199920654297 07:47:39.7
1408952877.899 71.40421322 129.387442764 77.40650177001953 07:47:39.8
1408952877.999 71.404205183 129.387449295 77.74800109863281 07:47:39.9
1408952878.099 71.404201663 129.387459112 79.09140014648438 07:47:40.0
1408952878.199 71.404190882 129.387458694 78.55970001220703 07:47:40.1
1408952878.3 71.404180516 129.387457425 78.10089874267578 07:47:40.3
1408952878.4 71.40417394 129.387462769 78.65619659423828 07:47:40.4
1408952878.5 71.404164852 129.387466891 78.75630187988281 07:47:40.5
1408952878.6 71.404154033 129.3874701 78.57839965820312 07:47:40.6
1408952878.7 71.404144392 129.387474227 78.67060089111328 07:47:40.7
1408952878.8 71.404135971 129.387475112 78.74250030517578 07:47:40.8
1408952878.9 71.404127378 129.38747696 78.85540008544922 07:47:40.9
1408952879.0 71.404117621 129.387480199 78.856201171875 07:47:41.0
1408952879.1 71.404108636 129.387479279 78.7490005493164 07:47:41.1
1408952879.2 71.404100366 129.387481794 79.00849914550781 07:47:41.2
1408952879.3 71.404093371 129.387486116 79.5824966430664 07:47:41.3
1408952879.4 71.404083166 129.387487945 79.56099700927734 07:47:41.4
1408952879.5 71.404074705 129.387493475 80.01249694824219 07:47:41.5
1408952879.6 71.404066073 129.387493458 80.07649993896484 07:47:41.6
1408952879.7 71.404059472 129.387502199 81.16429901123047 07:47:41.7
1408952879.8 71.404051158 129.387506636 81.7073974609375 07:47:41.8
1408952879.9 71.404040759 129.387501361 81.15019989013672 07:47:41.9
1408952880.0 71.404029853 129.387498827 80.76380157470703 07:47:42.0
1408952880.1 71.404019353 129.387495774 80.42649841308594 07:47:42.1
1408952880.2 71.404009746 129.387493699 80.23680114746094 07:47:42.2
1408952880.3 71.404001433 129.387495169 80.54540252685547 07:47:42.3
1408952880.5 71.403983915 129.38749124 80.40499877929688 07:47:42.5
1408952880.6 71.403974823 129.387494886 80.80249786376953 07:47:42.6
1408952880.7 71.403965396 129.387493302 80.61360168457031 07:47:42.7
1408952880.8 71.40395672 129.387494187 80.7573013305664 07:47:42.8
1408952880.9 71.403947719 129.387493663 80.70890045166016 07:47:42.9
1408952881.0 71.403938806 129.387496888 81.02909851074219 07:47:43.0
1408952881.1 71.403929354 129.387495794 80.89340209960938 07:47:43.1
1408952881.2 71.403919538 129.387498593 80.96240234375 07:47:43.2
1408952881.3 71.403910785 129.387499714 81.02790069580078 07:47:43.3
1408952881.4 71.403902623 129.387501284 81.26719665527344 07:47:43.4
1408952881.5 71.403894834 129.38750142 81.33920288085938 07:47:43.5
1408952881.7 71.40387745 129.387503664 81.44779968261719 07:47:43.7
1408952881.8 71.403868824 129.387509156 81.73780059814453 07:47:43.8
1408952881.9 71.403860011 129.387511791 81.82360076904297 07:47:43.9
1408952882.0 71.403851506 129.387515108 81.93379974365234 07:47:44.0
1408952882.1 71.403843205 129.387515499 81.90370178222656 07:47:44.1
1408952882.2 71.40383474 129.387516215 81.87590026855469 07:47:44.2
1408952882.3 71.403827017 129.387524529 82.44100189208984 07:47:44.3
1408952882.4 71.403819058 129.387528539 82.67150115966797 07:47:44.4
1408952882.5 71.403811304 129.387534571 83.0197982788086 07:47:44.5
1408952882.6 71.403803452 129.387539712 83.34369659423828 07:47:44.6
1408952882.7 71.403795903 129.387546826 83.76679992675781 07:47:44.7
1408952882.8 71.403788123 129.387552779 84.07060241699219 07:47:44.8
1408952882.9 71.40378049 129.387555548 84.1636962890625 07:47:44.9
1408952883.0 71.403773077 129.387563851 84.7260971069336 07:47:45.0
1408952883.1 71.403765759 129.387571158 85.14929962158203 07:47:45.1
1408952883.2 71.40375833 129.38757719 85.51100158691406 07:47:45.2
1408952883.3 71.403750951 129.387581631 85.66629791259766 07:47:45.3
1408952883.4 71.403743013 129.38757973 85.24649810791016 07:47:45.4
1408952883.5 71.40373604 129.387590203 85.92610168457031 07:47:45.5
1408952883.6 71.403729139 129.387599143 86.39859771728516 07:47:45.6
1408952883.7 71.403722255 129.387606723 86.88670349121094 07:47:45.7
1408952883.8 71.403715094 129.38761246 87.0780029296875 07:47:45.8
1408952883.9 71.40370809 129.387619881 87.447998046875 07:47:45.9
1408952884.0 71.403701027 129.387623749 87.61470031738281 07:47:46.0
1408952884.1 71.403693991 129.387629248 87.81790161132812 07:47:46.1
1408952884.2 71.403686632 129.387630464 87.67900085449219 07:47:46.2
1408952884.3 71.403679218 129.387631694 87.4968032836914 07:47:46.3
1408952884.4 71.403672278 129.38763724 87.74400329589844 07:47:46.4
1408952884.5 71.403665035 129.387639027 87.70169830322266 07:47:46.5
1408952884.6 71.403657856 129.387643445 87.76460266113281 07:47:46.6
1408952884.7 71.403650926 129.387650461 88.0615005493164 07:47:46.7
1408952884.8 71.403644034 129.387656167 88.2593002319336 07:47:46.8
1408952884.9 71.403636776 129.387656626 88.0553970336914 07:47:46.9
1408952885.0 71.403630289 129.387666423 88.64679718017578 07:47:47.0
1408952885.1 71.403623407 129.387672779 88.9301986694336 07:47:47.1
1408952885.2 71.403616615 129.387678926 89.17410278320312 07:47:47.2
1408952885.3 71.40360977 129.387686522 89.5790023803711 07:47:47.3
1408952885.4 71.403602449 129.387687248 89.44950103759766 07:47:47.4
1408952885.5 71.403595481 129.38769167 89.61409759521484 07:47:47.5
1408952885.6 71.403588667 129.387701173 90.14360046386719 07:47:47.6
1408952885.7 71.403581726 129.387709772 90.56529998779297 07:47:47.7
1408952885.8 71.403574273 129.387713261 90.62519836425781 07:47:47.8
1408952885.9 71.403566986 129.38771652 90.71279907226562 07:47:47.9
1408952886.0 71.403559781 129.387726534 91.30619812011719 07:47:48.0
1408952886.1 71.403552648 129.387732348 91.56060028076172 07:47:48.1
1408952886.2 71.40354535 129.387734731 91.67230224609375 07:47:48.2
1408952886.3 71.403537897 129.387737291 91.66950225830078 07:47:48.3
1408952886.4 71.40353089 129.387746689 92.29620361328125 07:47:48.4
1408952886.5 71.403523507 129.387752981 92.63490295410156 07:47:48.5
1408952886.6 71.403515917 129.387755747 92.720703125 07:47:48.6
1408952886.7 71.403508205 129.387758333 92.77950286865234 07:47:48.7
1408952886.8 71.403500536 129.387760751 92.84220123291016 07:47:48.8
1408952886.9 71.403492741 129.387762531 92.8030014038086 07:47:48.9
1408952887.0 71.403485664 129.387772047 93.50379943847656 07:47:49.0
1408952887.1 71.403477548 129.387772368 93.34459686279297 07:47:49.1
1408952887.2 71.403470109 129.3877799 93.84719848632812 07:47:49.2
1408952887.3 71.40346253 129.38778307 94.0000991821289 07:47:49.3
1408952887.4 71.403455141 129.387791808 94.66999816894531 07:47:49.4
1408952887.5 71.403447292 129.387797527 95.01629638671875 07:47:49.5
1408952887.6 71.403439011 129.387794078 94.67160034179688 07:47:49.6
1408952887.7 71.40343096 129.387796316 94.79319763183594 07:47:49.7
1408952887.8 71.403422848 129.387797761 94.88079833984375 07:47:49.8
1408952887.9 71.403414987 129.387802265 95.18399810791016 07:47:49.9
1408952888.0 71.403406908 129.387804984 95.33460235595703 07:47:50.0
1408952888.1 71.403398941 129.387810719 95.69319915771484 07:47:50.1
1408952888.2 71.403391181 129.387817868 96.32759857177734 07:47:50.2
1408952888.3 71.403382966 129.387821644 96.59349822998047 07:47:50.3
1408952888.4 71.403375155 129.387828584 97.12870025634766 07:47:50.4
1408952888.6 71.403358447 129.387824531 96.83499908447266 07:47:50.6
1408952888.7 71.403350146 129.387821108 96.5811996459961 07:47:50.7
1408952888.8 71.403341752 129.387821194 96.62920379638672 07:47:50.8
1408952888.9 71.403333603 129.387822684 96.75869750976562 07:47:50.9
1408952889.1 71.40331753 129.387829935 97.3988037109375 07:47:51.1
1408952889.2 71.403309504 129.387829573 97.46050262451172 07:47:51.2
1408952889.3 71.403301586 129.38783427 97.91259765625 07:47:51.3
1408952889.4 71.403293526 129.387838 98.2511978149414 07:47:51.4
1408952889.6 71.403277408 129.387844986 98.87359619140625 07:47:51.6
1408952889.7 71.403269195 129.387842857 98.80979919433594 07:47:51.7
1408952889.8 71.403261335 129.387849001 99.36019897460938 07:47:51.8
1408952889.9 71.403252933 129.387845587 99.13040161132812 07:47:51.9
1408952890.0 71.403245095 129.387851355 99.63629913330078 07:47:52.0
1408952890.1 71.403237152 129.387852543 99.77159881591797 07:47:52.1
1408952890.2 71.403229116 129.387855415 100.0978012084961 07:47:52.2
1408952890.3 71.403221151 129.387859579 100.48149871826172 07:47:52.3
1408952890.4 71.403213304 129.387864301 100.88690185546875 07:47:52.4
1408952890.5 71.403205212 129.387865049 100.99040222167969 07:47:52.5
1408952890.6 71.403197455 129.387868961 101.37580108642578 07:47:52.6
1408952890.7 71.403189664 129.387870349 101.58460235595703 07:47:52.7
1408952890.8 71.403181696 129.387872473 101.80229949951172 07:47:52.8
1408952890.9 71.403173953 129.387876964 102.21520233154297 07:47:52.9
1408952891.0 71.403166311 129.387884153 102.84660339355469 07:47:53.0
1408952891.1 71.403158711 129.387888033 103.28269958496094 07:47:53.1
1408952891.2 71.403151265 129.387891214 103.6365966796875 07:47:53.2
1408952891.4 71.403136143 129.387898625 104.21649932861328 07:47:53.4
1408952891.5 71.403128439 129.387899671 104.33350372314453 07:47:53.5
1408952891.6 71.403120802 129.387901005 104.38349914550781 07:47:53.6
1408952891.7 71.403113231 129.387905301 104.70249938964844 07:47:53.7
1408952891.8 71.403105834 129.38791092 105.10459899902344 07:47:53.8
1408952891.9 71.403098686 129.38791748 105.6073989868164 07:47:53.9
1408952892.0 71.403091248 129.387922951 105.98149871826172 07:47:54.0
1408952892.1 71.403084185 129.387929111 106.4114990234375 07:47:54.1
1408952892.2 71.403076457 129.387931246 106.48490142822266 07:47:54.2
1408952892.3 71.403069413 129.387937428 106.91539764404297 07:47:54.3
1408952892.4 71.403062147 129.387941233 107.1509017944336 07:47:54.4
1408952892.5 71.403054836 129.387943439 107.28189849853516 07:47:54.5
1408952892.6 71.403047869 129.387949593 107.67120361328125 07:47:54.6
1408952892.7 71.403040991 129.387960293 108.42639923095703 07:47:54.7
1408952892.8 71.403034165 129.387970111 109.05889892578125 07:47:54.8
1408952892.9 71.403027394 129.38797862 109.65879821777344 07:47:54.9
1408952893.0 71.403020477 129.387986175 110.1405029296875 07:47:55.0
1408952893.1 71.403013459 129.387993045 110.5425033569336 07:47:55.1
1408952893.2 71.403006261 129.387997236 110.68460083007812 07:47:55.2
1408952893.3 71.402999214 129.388002068 110.95890045166016 07:47:55.3
1408952893.4 71.402991755 129.388001472 110.76309967041016 07:47:55.4
1408952893.5 71.402984676 129.388005902 110.95249938964844 07:47:55.5
1408952893.6 71.402977644 129.388009838 111.12069702148438 07:47:55.6
1408952893.7 71.40297036 129.388009621 110.964599609375 07:47:55.7
1408952893.8 71.402963859 129.388022861 111.86640167236328 07:47:55.8
1408952893.9 71.402956891 129.388029481 112.20439910888672 07:47:55.9
1408952894.0 71.40295003 129.388040291 112.93379974365234 07:47:56.0
1408952894.1 71.402942891 129.388041829 112.8281021118164 07:47:56.1
1408952894.2 71.402935398 129.388042009 112.65299987792969 07:47:56.2
1408952894.3 71.402928326 129.388048782 113.0167007446289 07:47:56.3
1408952894.4 71.402920905 129.388051745 113.01940155029297 07:47:56.4
1408952894.5 71.402913196 129.388051561 112.84459686279297 07:47:56.5
1408952894.6 71.402905783 129.388052599 112.72239685058594 07:47:56.6
1408952894.7 71.40289862 129.388058108 113.018798828125 07:47:56.7
1408952894.9 71.402884131 129.388071582 113.77300262451172 07:47:56.9
1408952895.0 71.402876731 129.388074436 113.88800048828125 07:47:57.0
1408952895.1 71.402869124 129.388076299 113.94450378417969 07:47:57.1
1408952895.2 71.402861996 129.388084321 114.48100280761719 07:47:57.2
1408952895.3 71.402854802 129.388095046 115.14569854736328 07:47:57.3
1408952895.4 71.402847166 129.38809603 115.15660095214844 07:47:57.4
1408952895.5 71.402839494 129.388098179 115.19439697265625 07:47:57.5
1408952895.6 71.402831788 129.388104287 115.50830078125 07:47:57.6
1408952895.7 71.402824068 129.388107876 115.69719696044922 07:47:57.7
1408952895.8 71.402816331 129.388112458 115.88289642333984 07:47:57.8
1408952895.9 71.40280825 129.388111775 115.69270324707031 07:47:57.9
1408952896.0 71.402801218 129.38812183 116.42150115966797 07:47:58.0
1408952896.1 71.40279339 129.388123474 116.43450164794922 07:47:58.1
1408952896.2 71.402785474 129.38812502 116.38480377197266 07:47:58.2
1408952896.3 71.402777662 129.388128949 116.58689880371094 07:47:58.3
1408952896.4 71.402769772 129.388129497 116.5093002319336 07:47:58.4
1408952896.5 71.402762021 129.388133289 116.77050018310547 07:47:58.5
1408952896.6 71.402754349 129.388141546 117.3375015258789 07:47:58.6
1408952896.7 71.40274635 129.388144318 117.48809814453125 07:47:58.7
1408952896.9 71.402730295 129.388151484 117.85130310058594 07:47:58.9
1408952897.0 71.402722386 129.388156116 118.15390014648438 07:47:59.0
1408952897.1 71.402714683 129.388165878 118.8906021118164 07:47:59.1
1408952897.2 71.402706201 129.388167056 118.87100219726562 07:47:59.2
1408952897.3 71.40269748 129.388164573 118.56600189208984 07:47:59.3
1408952897.4 71.402689693 129.388172179 119.15650177001953 07:47:59.4
1408952897.5 71.402682077 129.388181813 119.92739868164062 07:47:59.5
1408952897.6 71.402673673 129.388182673 119.86750030517578 07:47:59.6
1408952897.7 71.402665845 129.38819162 120.53389739990234 07:47:59.7
1408952897.8 71.402657401 129.388191733 120.39739990234375 07:47:59.8
1408952897.9 71.402648742 129.388192472 120.35340118408203 07:47:59.9
1408952898.0 71.402640579 129.388196507 120.66639709472656 07:48:00.0
1408952898.1 71.402631744 129.388192365 120.29389953613281 07:48:00.1
1408952898.4 71.402606841 129.388210422 121.5833969116211 07:48:00.4
1408952898.5 71.402598156 129.388208919 121.36530303955078 07:48:00.5
1408952898.7 71.402581585 129.388217127 121.93499755859375 07:48:00.7
1408952898.8 71.402573274 129.388221961 122.220703125 07:48:00.8
1408952898.9 71.402564854 129.388224685 122.44499969482422 07:48:00.9
1408952899.0 71.402556759 129.388230077 122.7655029296875 07:48:01.0
1408952899.1 71.402548821 129.388240956 123.53089904785156 07:48:01.1
1408952899.2 71.402540531 129.388244592 123.73380279541016 07:48:01.2
