Column1 Column2 Column3 Column4 GPS_Time
1408952899.5 71.402514663 129.38824377 123.61900329589844 07:48:01.5
1408952899.6 71.402507362 129.38826383 125.18509674072266 07:48:01.6
1408952899.7 71.402499314 129.388269079 125.59739685058594 07:48:01.7
1408952899.8 71.402491246 129.388275682 125.99720001220703 07:48:01.8
1408952899.9 71.402483149 129.388280219 126.33049774169922 07:48:01.9
1408952900.0 71.402474976 129.388281804 126.43209838867188 07:48:02.0
1408952900.2 71.402458366 129.388282593 126.4104995727539 07:48:02.2
1408952900.4 71.402442165 129.388290901 126.8572998046875 07:48:02.4
1408952900.5 71.402434061 129.388294146 127.04850006103516 07:48:02.5
1408952900.7 71.402418429 129.3883093 128.1846923828125 07:48:02.7
1408952900.8 71.402410889 129.388318773 128.91490173339844 07:48:02.8
1408952900.9 71.402402991 129.388320889 129.06039428710938 07:48:02.9
